Key,English,French
PROPITEM_TXT_134780,Torn Letter B,Torn Letter B
PROPITEM_TXT_134781,"Received at random from ""Secret Letter"". Faintly marked with ""B"".","Received at random from ""Secret Letter"". Faintly marked with ""B""."
PROPITEM_TXT_134782,Torn Letter C,Torn Letter C
PROPITEM_TXT_134783,"Received at random from ""Secret Letter"". Faintly marked with ""C"".","Received at random from ""Secret Letter"". Faintly marked with ""C""."
PROPITEM_TXT_134784,Torn Letter D,Torn Letter D
PROPITEM_TXT_134785,"Received at random from ""Secret Letter"". Faintly marked with ""D"".","Received at random from ""Secret Letter"". Faintly marked with ""D""."
PROPITEM_TXT_134786,Torn Letter E,Torn Letter E
PROPITEM_TXT_134787,"Received at random from ""Secret Letter"". Faintly marked with ""E"".","Received at random from ""Secret Letter"". Faintly marked with ""E""."
PROPITEM_TXT_134788,Torn Letter I,Torn Letter I
PROPITEM_TXT_134789,"Received at random from ""Secret Letter"". Faintly marked with ""I"".","Received at random from ""Secret Letter"". Faintly marked with ""I""."
PROPITEM_TXT_134790,Torn Letter L,Torn Letter L
PROPITEM_TXT_134791,"Received at random from ""Secret Letter"". Faintly marked with ""L"".","Received at random from ""Secret Letter"". Faintly marked with ""L""."
PROPITEM_TXT_134792,Torn Letter N,Torn Letter N
PROPITEM_TXT_134793,"Received at random from ""Secret Letter"". Faintly marked with ""N"".","Received at random from ""Secret Letter"". Faintly marked with ""N""."
PROPITEM_TXT_134794,Torn Letter P,Torn Letter P
PROPITEM_TXT_134795,"Received at random from ""Secret Letter"". Faintly marked with ""P"".","Received at random from ""Secret Letter"". Faintly marked with ""P""."
PROPITEM_TXT_134796,Torn Letter S,Torn Letter S
PROPITEM_TXT_134797,"Received at random from ""Secret Letter"". Faintly marked with ""S"".","Received at random from ""Secret Letter"". Faintly marked with ""S""."
PROPITEM_TXT_134798,Torn Letter T,Torn Letter T
PROPITEM_TXT_134799,"Received at random from ""Secret Letter"". Faintly marked with ""T"".","Received at random from ""Secret Letter"". Faintly marked with ""T""."
PROPITEM_TXT_134800,Undamaged Letter,Undamaged Letter
PROPITEM_TXT_134801,"Received at random from ""Secret Letter"". Can replace other alphabet items.","Received at random from ""Secret Letter"". Can replace other alphabet items."
PROPITEM_TXT_134802,[Event] Revolution Supply Box A,[Event] Revolution Supply Box A
PROPITEM_TXT_134803,"This is the final reward of the Revolutionary Secret Journal event!\nYou can obtain: Revolutionary Random Box x2, Blessing of the Goddess x1, Amplification ES Scroll Select Box x1.","This is the final reward of the Revolutionary Secret Journal event!\nYou can obtain: Revolutionary Random Box x2, Blessing of the Goddess x1, Amplification ES Scroll Select Box x1."
PROPITEM_TXT_134804,[Event] Revolution Supply Box B,[Event] Revolution Supply Box B
PROPITEM_TXT_134805,"This is the second reward of the Revolutionary Secret Journal event!\nYou can obtain: Feed Bag (1 Day) x1, Potion Box x1, Scroll of General Shop x1, Wandering Merchant Refresh Ticket x5.","This is the second reward of the Revolutionary Secret Journal event!\nYou can obtain: Feed Bag (1 Day) x1, Potion Box x1, Scroll of General Shop x1, Wandering Merchant Refresh Ticket x5."
PROPITEM_TXT_134806,[Event] Revolution Supply Box C,[Event] Revolution Supply Box C
PROPITEM_TXT_134807,"This is the first reward of the Revolutionary Secret Journal event!\nYou can obtain: Upcut Stone x1, Grilled Eel x1, Scroll of Amplification ES x1, Scroll of Food Shop x3.","This is the first reward of the Revolutionary Secret Journal event!\nYou can obtain: Upcut Stone x1, Grilled Eel x1, Scroll of Amplification ES x1, Scroll of Food Shop x3."
PROPITEM_TXT_134808,[Event] Revolution Random Box,[Event] Revolution Random Box
PROPITEM_TXT_134809,This is a random box received for completing all of the Revolutionary's quests.\nYou can obtain one random item from a variety of options.,This is a random box received for completing all of the Revolutionary's quests.\nYou can obtain one random item from a variety of options.
PROPITEM_TXT_134810,[Event] Revolutionary’s Gift Box,[Event] Revolutionary’s Gift Box
PROPITEM_TXT_134811,This is a random box obtainable from the Revolutionary Supply Box A. You can obtain one random item from a variety of options.,This is a random box obtainable from the Revolutionary Supply Box A. You can obtain one random item from a variety of options.
PROPITEM_TXT_900588,Orange Flumos,Orange Flumos
PROPITEM_TXT_900589,"A tiny obsidian plush sparked by ancient flame. Silent but loyal, Flumos follows his master and picks up everything in his path.","A tiny obsidian plush sparked by ancient flame. Silent but loyal, Flumos follows his master and picks up everything in his path."
PROPITEM_TXT_900590,Purple Flumos,Purple Flumos
PROPITEM_TXT_900591,Red Flumos,Red Flumos
PROPITEM_TXT_900592,Blue Flumos,Blue Flumos
PROPITEM_TXT_900593,Green Flumos,Green Flumos
PROPITEM_TXT_900594,Yellow Flumos,Yellow Flumos
PROPITEM_TXT_900595,White Flumos,White Flumos
PROPITEM_TXT_900596,Black Flumos,Black Flumos
PROPITEM_TXT_900599,Obsidian Flame 10% Orange Set,Obsidian Flame 10% Orange Set
PROPITEM_TXT_900600,Obsidian Flame Orange Wings,Obsidian Flame Orange Wings
PROPITEM_TXT_900601,Obsidian Flame Orange Hat (M),Obsidian Flame Orange Hat (M)
PROPITEM_TXT_900602,Obsidian Flame Orange Suit (M),Obsidian Flame Orange Suit (M)
PROPITEM_TXT_900603,Obsidian Flame Orange Shoes (M),Obsidian Flame Orange Shoes (M)
PROPITEM_TXT_900604,Obsidian Flame Orange Hands (M),Obsidian Flame Orange Hands (M)
PROPITEM_TXT_900605,Obsidian Flame 10% Orange Set (M),Obsidian Flame 10% Orange Set (M)
PROPITEM_TXT_900606,The Obsidian Flame 10% Orange Set for male characters.,The Obsidian Flame 10% Orange Set for male characters.
PROPITEM_TXT_900607,Obsidian Flame Orange Hat (F),Obsidian Flame Orange Hat (F)
PROPITEM_TXT_900608,Obsidian Flame Orange Suit (F),Obsidian Flame Orange Suit (F)
PROPITEM_TXT_900609,Obsidian Flame Orange Shoes (F),Obsidian Flame Orange Shoes (F)
PROPITEM_TXT_900610,Obsidian Flame Orange Hands (F),Obsidian Flame Orange Hands (F)
PROPITEM_TXT_900611,Obsidian Flame 10% Orange Set (F),Obsidian Flame 10% Orange Set (F)
PROPITEM_TXT_900612,The Obsidian Flame 10% Orange Set for female characters.,The Obsidian Flame 10% Orange Set for female characters.
PROPITEM_TXT_900613,Obsidian Flame 10% Purple Set,Obsidian Flame 10% Purple Set
PROPITEM_TXT_900614,Obsidian Flame Purple Wings,Obsidian Flame Purple Wings
PROPITEM_TXT_900615,Obsidian Flame Purple Hat (M),Obsidian Flame Purple Hat (M)
PROPITEM_TXT_900616,Obsidian Flame Purple Suit (M),Obsidian Flame Purple Suit (M)
PROPITEM_TXT_900617,Obsidian Flame Purple Shoes (M),Obsidian Flame Purple Shoes (M)
PROPITEM_TXT_900618,Obsidian Flame Purple Hands (M),Obsidian Flame Purple Hands (M)
PROPITEM_TXT_900619,Obsidian Flame 10% Purple Set (M),Obsidian Flame 10% Purple Set (M)
PROPITEM_TXT_900620,The Obsidian Flame 10% Purple Set for male characters.,The Obsidian Flame 10% Purple Set for male characters.
PROPITEM_TXT_900621,Obsidian Flame Purple Hat (F),Obsidian Flame Purple Hat (F)
PROPITEM_TXT_900622,Obsidian Flame Purple Suit (F),Obsidian Flame Purple Suit (F)
PROPITEM_TXT_900623,Obsidian Flame Purple Shoes (F),Obsidian Flame Purple Shoes (F)
PROPITEM_TXT_900624,Obsidian Flame Purple Hands (F),Obsidian Flame Purple Hands (F)
PROPITEM_TXT_900625,Obsidian Flame 10% Purple Set (F),Obsidian Flame 10% Purple Set (F)
PROPITEM_TXT_900626,The Obsidian Flame 10% Purple Set for female characters.,The Obsidian Flame 10% Purple Set for female characters.
PROPITEM_TXT_900627,Obsidian Flame 8% Red Set,Obsidian Flame 8% Red Set
PROPITEM_TXT_900628,Obsidian Flame Red Wings,Obsidian Flame Red Wings
PROPITEM_TXT_900629,Obsidian Flame Red Hat (M),Obsidian Flame Red Hat (M)
PROPITEM_TXT_900630,Obsidian Flame Red Suit (M),Obsidian Flame Red Suit (M)
PROPITEM_TXT_900631,Obsidian Flame Red Shoes (M),Obsidian Flame Red Shoes (M)
PROPITEM_TXT_900632,Obsidian Flame Red Hands (M),Obsidian Flame Red Hands (M)
PROPITEM_TXT_900633,Obsidian Flame 8% Red Set (M),Obsidian Flame 8% Red Set (M)
PROPITEM_TXT_900634,The Obsidian Flame 8% Red Set for male characters.,The Obsidian Flame 8% Red Set for male characters.
PROPITEM_TXT_900635,Obsidian Flame Red Hat (F),Obsidian Flame Red Hat (F)
PROPITEM_TXT_900636,Obsidian Flame Red Suit (F),Obsidian Flame Red Suit (F)
PROPITEM_TXT_900637,Obsidian Flame Red Shoes (F),Obsidian Flame Red Shoes (F)
PROPITEM_TXT_900638,Obsidian Flame Red Hands (F),Obsidian Flame Red Hands (F)
PROPITEM_TXT_900639,Obsidian Flame 8% Red Set (F),Obsidian Flame 8% Red Set (F)
PROPITEM_TXT_900640,The Obsidian Flame 8% Red Set for female characters.,The Obsidian Flame 8% Red Set for female characters.
PROPITEM_TXT_900641,Obsidian Flame 8% Blue Set,Obsidian Flame 8% Blue Set
PROPITEM_TXT_900642,Obsidian Flame Blue Wings,Obsidian Flame Blue Wings
PROPITEM_TXT_900643,Obsidian Flame Blue Hat (M),Obsidian Flame Blue Hat (M)
PROPITEM_TXT_900644,Obsidian Flame Blue Suit (M),Obsidian Flame Blue Suit (M)
PROPITEM_TXT_900645,Obsidian Flame Blue Shoes (M),Obsidian Flame Blue Shoes (M)
PROPITEM_TXT_900646,Obsidian Flame Blue Hands (M),Obsidian Flame Blue Hands (M)
PROPITEM_TXT_900647,Obsidian Flame 8% Blue Set (M),Obsidian Flame 8% Blue Set (M)
PROPITEM_TXT_900648,The Obsidian Flame 8% Blue Set for male characters.,The Obsidian Flame 8% Blue Set for male characters.
PROPITEM_TXT_900649,Obsidian Flame Blue Hat (F),Obsidian Flame Blue Hat (F)
PROPITEM_TXT_900650,Obsidian Flame Blue Suit (F),Obsidian Flame Blue Suit (F)
PROPITEM_TXT_900651,Obsidian Flame Blue Shoes (F),Obsidian Flame Blue Shoes (F)
PROPITEM_TXT_900652,Obsidian Flame Blue Hands (F),Obsidian Flame Blue Hands (F)
PROPITEM_TXT_900653,Obsidian Flame 8% Blue Set (F),Obsidian Flame 8% Blue Set (F)
PROPITEM_TXT_900654,The Obsidian Flame 8% Blue Set for female characters.,The Obsidian Flame 8% Blue Set for female characters.
PROPITEM_TXT_900655,Obsidian Flame 6% Green Set,Obsidian Flame 6% Green Set
PROPITEM_TXT_900656,Obsidian Flame Green Wings,Obsidian Flame Green Wings
PROPITEM_TXT_900657,Obsidian Flame Green Hat (M),Obsidian Flame Green Hat (M)
PROPITEM_TXT_900658,Obsidian Flame Green Suit (M),Obsidian Flame Green Suit (M)
PROPITEM_TXT_900659,Obsidian Flame Green Shoes (M),Obsidian Flame Green Shoes (M)
PROPITEM_TXT_900660,Obsidian Flame Green Hands (M),Obsidian Flame Green Hands (M)
PROPITEM_TXT_900661,Obsidian Flame 6% Green Set (M),Obsidian Flame 6% Green Set (M)
PROPITEM_TXT_900662,The Obsidian Flame 6% Green Set for male characters.,The Obsidian Flame 6% Green Set for male characters.
PROPITEM_TXT_900663,Obsidian Flame Green Hat (F),Obsidian Flame Green Hat (F)
PROPITEM_TXT_900664,Obsidian Flame Green Suit (F),Obsidian Flame Green Suit (F)
PROPITEM_TXT_900665,Obsidian Flame Green Shoes (F),Obsidian Flame Green Shoes (F)
PROPITEM_TXT_900666,Obsidian Flame Green Hands (F),Obsidian Flame Green Hands (F)
PROPITEM_TXT_900667,Obsidian Flame 6% Green Set (F),Obsidian Flame 6% Green Set (F)
PROPITEM_TXT_900668,The Obsidian Flame 6% Green Set for female characters.,The Obsidian Flame 6% Green Set for female characters.
PROPITEM_TXT_900669,Obsidian Flame 4% Yellow Set,Obsidian Flame 4% Yellow Set
PROPITEM_TXT_900670,Obsidian Flame Yellow Wings,Obsidian Flame Yellow Wings
PROPITEM_TXT_900671,Obsidian Flame Yellow Hat (M),Obsidian Flame Yellow Hat (M)
PROPITEM_TXT_900672,Obsidian Flame Yellow Suit (M),Obsidian Flame Yellow Suit (M)
PROPITEM_TXT_900673,Obsidian Flame Yellow Shoes (M),Obsidian Flame Yellow Shoes (M)
PROPITEM_TXT_900674,Obsidian Flame Yellow Hands (M),Obsidian Flame Yellow Hands (M)
PROPITEM_TXT_900675,Obsidian Flame 4% Yellow Set (M),Obsidian Flame 4% Yellow Set (M)
PROPITEM_TXT_900676,The Obsidian Flame 4% Yellow Set for male characters.,The Obsidian Flame 4% Yellow Set for male characters.
PROPITEM_TXT_900677,Obsidian Flame Yellow Hat (F),Obsidian Flame Yellow Hat (F)
PROPITEM_TXT_900678,Obsidian Flame Yellow Suit (F),Obsidian Flame Yellow Suit (F)
PROPITEM_TXT_900679,Obsidian Flame Yellow Shoes (F),Obsidian Flame Yellow Shoes (F)
PROPITEM_TXT_900680,Obsidian Flame Yellow Hands (F),Obsidian Flame Yellow Hands (F)
PROPITEM_TXT_900681,Obsidian Flame 4% Yellow Set (F),Obsidian Flame 4% Yellow Set (F)
PROPITEM_TXT_900682,The Obsidian Flame 4% Yellow Set for female characters.,The Obsidian Flame 4% Yellow Set for female characters.
PROPITEM_TXT_900683,Obsidian Flame 2% White Set,Obsidian Flame 2% White Set
PROPITEM_TXT_900684,Obsidian Flame White Wings,Obsidian Flame White Wings
PROPITEM_TXT_900685,Obsidian Flame White Hat (M),Obsidian Flame White Hat (M)
PROPITEM_TXT_900686,Obsidian Flame White Suit (M),Obsidian Flame White Suit (M)
PROPITEM_TXT_900687,Obsidian Flame White Shoes (M),Obsidian Flame White Shoes (M)
PROPITEM_TXT_900688,Obsidian Flame White Hands (M),Obsidian Flame White Hands (M)
PROPITEM_TXT_900689,Obsidian Flame 2% White Set (M),Obsidian Flame 2% White Set (M)
PROPITEM_TXT_900690,The Obsidian Flame 2% White Set for male characters.,The Obsidian Flame 2% White Set for male characters.
PROPITEM_TXT_900691,Obsidian Flame White Hat (F),Obsidian Flame White Hat (F)
PROPITEM_TXT_900692,Obsidian Flame White Suit (F),Obsidian Flame White Suit (F)
PROPITEM_TXT_900693,Obsidian Flame White Shoes (F),Obsidian Flame White Shoes (F)
PROPITEM_TXT_900694,Obsidian Flame White Hands (F),Obsidian Flame White Hands (F)
PROPITEM_TXT_900695,Obsidian Flame 2% White Set (F),Obsidian Flame 2% White Set (F)
PROPITEM_TXT_900696,The Obsidian Flame 2% White Set for female characters.,The Obsidian Flame 2% White Set for female characters.
PROPITEM_TXT_900697,Obsidian Flame 2% Black Set,Obsidian Flame 2% Black Set
PROPITEM_TXT_900698,Obsidian Flame Black Wings,Obsidian Flame Black Wings
PROPITEM_TXT_900699,Obsidian Flame Black Hat (M),Obsidian Flame Black Hat (M)
PROPITEM_TXT_900700,Obsidian Flame Black Suit (M),Obsidian Flame Black Suit (M)
PROPITEM_TXT_900701,Obsidian Flame Black Shoes (M),Obsidian Flame Black Shoes (M)
PROPITEM_TXT_900702,Obsidian Flame Black Hands (M),Obsidian Flame Black Hands (M)
PROPITEM_TXT_900703,Obsidian Flame 2% Black Set (M),Obsidian Flame 2% Black Set (M)
PROPITEM_TXT_900704,The Obsidian Flame 2% Black Set for male characters.,The Obsidian Flame 2% Black Set for male characters.
PROPITEM_TXT_900705,Obsidian Flame Black Hat (F),Obsidian Flame Black Hat (F)
PROPITEM_TXT_900706,Obsidian Flame Black Suit (F),Obsidian Flame Black Suit (F)
PROPITEM_TXT_900707,Obsidian Flame Black Shoes (F),Obsidian Flame Black Shoes (F)
PROPITEM_TXT_900708,Obsidian Flame Black Hands (F),Obsidian Flame Black Hands (F)
PROPITEM_TXT_900709,Obsidian Flame 2% Black Set (F),Obsidian Flame 2% Black Set (F)
PROPITEM_TXT_900710,The Obsidian Flame 2% Black Set for female characters.,The Obsidian Flame 2% Black Set for female characters.
PROPITEM_TXT_900711,Obsidian Flame Costume Lucky Box,Obsidian Flame Costume Lucky Box
PROPITEM_TXT_900712,This box contains a Obsidian Flame Set with Speed Bonus. You can select your gender after opening the Lucky Box.,This box contains a Obsidian Flame Set with Speed Bonus. You can select your gender after opening the Lucky Box.
PROPITEM_TXT_134772,[Event] Experiment Material Box,[Event] Experiment Material Box
PROPITEM_TXT_134773,"A Box with full of materials required for an experiment. Take it to the Mayor. If you don't give it to Mayor and open it yourself, you may get some good ingredients.","A Box with full of materials required for an experiment. Take it to the Mayor. If you don't give it to Mayor and open it yourself, you may get some good ingredients."
PROPITEM_TXT_900713,Obsidian Flame Orange Sword,Obsidian Flame Orange Sword
PROPITEM_TXT_900714,Obsidian Flame Orange Axe,Obsidian Flame Orange Axe
PROPITEM_TXT_900715,Obsidian Flame Orange Big Sword,Obsidian Flame Orange Big Sword
PROPITEM_TXT_900716,Obsidian Flame Orange Big Axe,Obsidian Flame Orange Big Axe
PROPITEM_TXT_900717,Obsidian Flame Orange Stick,Obsidian Flame Orange Stick
PROPITEM_TXT_900718,Obsidian Flame Orange Knuckle,Obsidian Flame Orange Knuckle
PROPITEM_TXT_900719,Obsidian Flame Orange Bow,Obsidian Flame Orange Bow
PROPITEM_TXT_900720,Obsidian Flame Orange Yo-Yo,Obsidian Flame Orange Yo-Yo
PROPITEM_TXT_900721,Obsidian Flame Orange Staff,Obsidian Flame Orange Staff
PROPITEM_TXT_900722,Obsidian Flame Orange Wand,Obsidian Flame Orange Wand
PROPITEM_TXT_900723,Obsidian Flame Orange Shield,Obsidian Flame Orange Shield
PROPITEM_TXT_900724,Obsidian Flame Orange Force Gem,Obsidian Flame Orange Force Gem
PROPITEM_TXT_900725,Obsidian Flame Orange Book,Obsidian Flame Orange Book
PROPITEM_TXT_900726,Obsidian Flame Orange Weapon Set,Obsidian Flame Orange Weapon Set
PROPITEM_TXT_900727,Select which Obsidian Flame Orange Weapon you want to receive!,Select which Obsidian Flame Orange Weapon you want to receive!
PROPITEM_TXT_900728,Obsidian Flame Purple Sword,Obsidian Flame Purple Sword
PROPITEM_TXT_900729,Obsidian Flame Purple Axe,Obsidian Flame Purple Axe
PROPITEM_TXT_900730,Obsidian Flame Purple Big Sword,Obsidian Flame Purple Big Sword
PROPITEM_TXT_900731,Obsidian Flame Purple Big Axe,Obsidian Flame Purple Big Axe
PROPITEM_TXT_900732,Obsidian Flame Purple Stick,Obsidian Flame Purple Stick
PROPITEM_TXT_900733,Obsidian Flame Purple Knuckle,Obsidian Flame Purple Knuckle
PROPITEM_TXT_900734,Obsidian Flame Purple Bow,Obsidian Flame Purple Bow
PROPITEM_TXT_900735,Obsidian Flame Purple Yo-Yo,Obsidian Flame Purple Yo-Yo
PROPITEM_TXT_900736,Obsidian Flame Purple Staff,Obsidian Flame Purple Staff
PROPITEM_TXT_900737,Obsidian Flame Purple Wand,Obsidian Flame Purple Wand
PROPITEM_TXT_900738,Obsidian Flame Purple Shield,Obsidian Flame Purple Shield
PROPITEM_TXT_900739,Obsidian Flame Purple Force Gem,Obsidian Flame Purple Force Gem
PROPITEM_TXT_900740,Obsidian Flame Purple Book,Obsidian Flame Purple Book
PROPITEM_TXT_900741,Obsidian Flame Purple Weapon Set,Obsidian Flame Purple Weapon Set
PROPITEM_TXT_900742,Select which Obsidian Flame Purple Weapon you want to receive!,Select which Obsidian Flame Purple Weapon you want to receive!
PROPITEM_TXT_900743,Obsidian Flame Red Sword,Obsidian Flame Red Sword
PROPITEM_TXT_900744,Obsidian Flame Red Axe,Obsidian Flame Red Axe
PROPITEM_TXT_900745,Obsidian Flame Red Big Sword,Obsidian Flame Red Big Sword
PROPITEM_TXT_900746,Obsidian Flame Red Big Axe,Obsidian Flame Red Big Axe
PROPITEM_TXT_900747,Obsidian Flame Red Stick,Obsidian Flame Red Stick
PROPITEM_TXT_900748,Obsidian Flame Red Knuckle,Obsidian Flame Red Knuckle
PROPITEM_TXT_900749,Obsidian Flame Red Bow,Obsidian Flame Red Bow
PROPITEM_TXT_900750,Obsidian Flame Red Yo-Yo,Obsidian Flame Red Yo-Yo
PROPITEM_TXT_900751,Obsidian Flame Red Staff,Obsidian Flame Red Staff
PROPITEM_TXT_900752,Obsidian Flame Red Wand,Obsidian Flame Red Wand
PROPITEM_TXT_900753,Obsidian Flame Red Shield,Obsidian Flame Red Shield
PROPITEM_TXT_900754,Obsidian Flame Red Force Gem,Obsidian Flame Red Force Gem
PROPITEM_TXT_900755,Obsidian Flame Red Book,Obsidian Flame Red Book
PROPITEM_TXT_900756,Obsidian Flame Red Weapon Set,Obsidian Flame Red Weapon Set
PROPITEM_TXT_900757,Select which Obsidian Flame Red Weapon you want to receive!,Select which Obsidian Flame Red Weapon you want to receive!
PROPITEM_TXT_900758,Obsidian Flame Blue Sword,Obsidian Flame Blue Sword
PROPITEM_TXT_900759,Obsidian Flame Blue Axe,Obsidian Flame Blue Axe
PROPITEM_TXT_900760,Obsidian Flame Blue Big Sword,Obsidian Flame Blue Big Sword
PROPITEM_TXT_900761,Obsidian Flame Blue Big Axe,Obsidian Flame Blue Big Axe
PROPITEM_TXT_900762,Obsidian Flame Blue Stick,Obsidian Flame Blue Stick
PROPITEM_TXT_900763,Obsidian Flame Blue Knuckle,Obsidian Flame Blue Knuckle
PROPITEM_TXT_900764,Obsidian Flame Blue Bow,Obsidian Flame Blue Bow
PROPITEM_TXT_900765,Obsidian Flame Blue Yo-Yo,Obsidian Flame Blue Yo-Yo
PROPITEM_TXT_900766,Obsidian Flame Blue Staff,Obsidian Flame Blue Staff
PROPITEM_TXT_900767,Obsidian Flame Blue Wand,Obsidian Flame Blue Wand
PROPITEM_TXT_900768,Obsidian Flame Blue Shield,Obsidian Flame Blue Shield
PROPITEM_TXT_900769,Obsidian Flame Blue Force Gem,Obsidian Flame Blue Force Gem
PROPITEM_TXT_900770,Obsidian Flame Blue Book,Obsidian Flame Blue Book
PROPITEM_TXT_900771,Obsidian Flame Blue Weapon Set,Obsidian Flame Blue Weapon Set
PROPITEM_TXT_900772,Select which Obsidian Flame Blue Weapon you want to receive!,Select which Obsidian Flame Blue Weapon you want to receive!
PROPITEM_TXT_900773,Obsidian Flame Green Sword,Obsidian Flame Green Sword
PROPITEM_TXT_900774,Obsidian Flame Green Axe,Obsidian Flame Green Axe
PROPITEM_TXT_900775,Obsidian Flame Green Big Sword,Obsidian Flame Green Big Sword
PROPITEM_TXT_900776,Obsidian Flame Green Big Axe,Obsidian Flame Green Big Axe
PROPITEM_TXT_900777,Obsidian Flame Green Stick,Obsidian Flame Green Stick
PROPITEM_TXT_900778,Obsidian Flame Green Knuckle,Obsidian Flame Green Knuckle
PROPITEM_TXT_900779,Obsidian Flame Green Bow,Obsidian Flame Green Bow
PROPITEM_TXT_900780,Obsidian Flame Green Yo-Yo,Obsidian Flame Green Yo-Yo
PROPITEM_TXT_900781,Obsidian Flame Green Staff,Obsidian Flame Green Staff
PROPITEM_TXT_900782,Obsidian Flame Green Wand,Obsidian Flame Green Wand
PROPITEM_TXT_900783,Obsidian Flame Green Shield,Obsidian Flame Green Shield
PROPITEM_TXT_900784,Obsidian Flame Green Force Gem,Obsidian Flame Green Force Gem
PROPITEM_TXT_900785,Obsidian Flame Green Book,Obsidian Flame Green Book
PROPITEM_TXT_900786,Obsidian Flame Green Weapon Set,Obsidian Flame Green Weapon Set
PROPITEM_TXT_900787,Select which Obsidian Flame Green Weapon you want to receive!,Select which Obsidian Flame Green Weapon you want to receive!
PROPITEM_TXT_900788,Obsidian Flame Yellow Sword,Obsidian Flame Yellow Sword
PROPITEM_TXT_900789,Obsidian Flame Yellow Axe,Obsidian Flame Yellow Axe
PROPITEM_TXT_900790,Obsidian Flame Yellow Big Sword,Obsidian Flame Yellow Big Sword
PROPITEM_TXT_900791,Obsidian Flame Yellow Big Axe,Obsidian Flame Yellow Big Axe
PROPITEM_TXT_900792,Obsidian Flame Yellow Stick,Obsidian Flame Yellow Stick
PROPITEM_TXT_900793,Obsidian Flame Yellow Knuckle,Obsidian Flame Yellow Knuckle
PROPITEM_TXT_900794,Obsidian Flame Yellow Bow,Obsidian Flame Yellow Bow
PROPITEM_TXT_900795,Obsidian Flame Yellow Yo-Yo,Obsidian Flame Yellow Yo-Yo
PROPITEM_TXT_900796,Obsidian Flame Yellow Staff,Obsidian Flame Yellow Staff
PROPITEM_TXT_900797,Obsidian Flame Yellow Wand,Obsidian Flame Yellow Wand
PROPITEM_TXT_900798,Obsidian Flame Yellow Shield,Obsidian Flame Yellow Shield
PROPITEM_TXT_900799,Obsidian Flame Yellow Force Gem,Obsidian Flame Yellow Force Gem
PROPITEM_TXT_900800,Obsidian Flame Yellow Book,Obsidian Flame Yellow Book
PROPITEM_TXT_900801,Obsidian Flame Yellow Weapon Set,Obsidian Flame Yellow Weapon Set
PROPITEM_TXT_900802,Select which Obsidian Flame Yellow Weapon you want to receive!,Select which Obsidian Flame Yellow Weapon you want to receive!
PROPITEM_TXT_900803,Obsidian Flame White Sword,Obsidian Flame White Sword
PROPITEM_TXT_900804,Obsidian Flame White Axe,Obsidian Flame White Axe
PROPITEM_TXT_900805,Obsidian Flame White Big Sword,Obsidian Flame White Big Sword
PROPITEM_TXT_900806,Obsidian Flame White Big Axe,Obsidian Flame White Big Axe
PROPITEM_TXT_900807,Obsidian Flame White Stick,Obsidian Flame White Stick
PROPITEM_TXT_900808,Obsidian Flame White Knuckle,Obsidian Flame White Knuckle
PROPITEM_TXT_900809,Obsidian Flame White Bow,Obsidian Flame White Bow
PROPITEM_TXT_900810,Obsidian Flame White Yo-Yo,Obsidian Flame White Yo-Yo
PROPITEM_TXT_900811,Obsidian Flame White Staff,Obsidian Flame White Staff
PROPITEM_TXT_900812,Obsidian Flame White Wand,Obsidian Flame White Wand
PROPITEM_TXT_900813,Obsidian Flame White Shield,Obsidian Flame White Shield
PROPITEM_TXT_900814,Obsidian Flame White Force Gem,Obsidian Flame White Force Gem
PROPITEM_TXT_900815,Obsidian Flame White Book,Obsidian Flame White Book
PROPITEM_TXT_900816,Obsidian Flame  White Weapon Set,Obsidian Flame  White Weapon Set
PROPITEM_TXT_900817,Select which Obsidian Flame White Weapon you want to receive!,Select which Obsidian Flame White Weapon you want to receive!
PROPITEM_TXT_900818,Obsidian Flame Black Sword,Obsidian Flame Black Sword
PROPITEM_TXT_900819,Obsidian Flame Black Axe,Obsidian Flame Black Axe
PROPITEM_TXT_900820,Obsidian Flame Black Big Sword,Obsidian Flame Black Big Sword
PROPITEM_TXT_900821,Obsidian Flame Black Big Axe,Obsidian Flame Black Big Axe
PROPITEM_TXT_900822,Obsidian Flame Black Stick,Obsidian Flame Black Stick
PROPITEM_TXT_900823,Obsidian Flame Black Knuckle,Obsidian Flame Black Knuckle
PROPITEM_TXT_900824,Obsidian Flame Black Bow,Obsidian Flame Black Bow
PROPITEM_TXT_900825,Obsidian Flame Black Yo-Yo,Obsidian Flame Black Yo-Yo
PROPITEM_TXT_900826,Obsidian Flame Black Staff,Obsidian Flame Black Staff
PROPITEM_TXT_900827,Obsidian Flame Black Wand,Obsidian Flame Black Wand
PROPITEM_TXT_900828,Obsidian Flame Black Shield,Obsidian Flame Black Shield
PROPITEM_TXT_900829,Obsidian Flame Black Force Gem,Obsidian Flame Black Force Gem
PROPITEM_TXT_900830,Obsidian Flame Black Book,Obsidian Flame Black Book
PROPITEM_TXT_900831,Obsidian Flame Black Weapon Set,Obsidian Flame Black Weapon Set
PROPITEM_TXT_900832,Select which Obsidian Flame Black Weapon you want to receive!,Select which Obsidian Flame Black Weapon you want to receive!
PROPITEM_TXT_900833,Forest Spirit 10% Green Set,Forest Spirit 10% Green Set
PROPITEM_TXT_900834,Forest Spirit Green Cloak,Forest Spirit Green Cloak
PROPITEM_TXT_900835,Forest Spirit Green Hat (M),Forest Spirit Green Hat (M)
