Key,English,Italian
UI_COUPLE_NEXTEXP_OFFLINE,No passive experience (offline),No passive experience (offline)
UI_COUPLE_BREAKUP,Break Up,Break Up
UI_COUPLE_BREAKUP_FORCE,Break Up(F),Break Up(F)
UI_COUPLE_TELEPORT,Teleport,Teleport
UI_COUPLE_TELEPORT_TEXT,Teleport to your partner's location? Teleportation is not possible if your partner is in an inaccessible area.,Teleport to your partner's location? Teleportation is not possible if your partner is in an inaccessible area.
UI_COUPLE_CHEER,Cheer,Incoraggia
UI_COUPLE_FORM_DATE,Formation Date,Formation Date
UI_COUPLE_STORAGE_AVAIL,Available Storage Slots,Available Storage Slots
UI_COUPLE_MAX_TELEPORTS,Maximum Daily Teleports,Maximum Daily Teleports
UI_COUPLE_MAX_CHEERS,Maximum Daily Cheers,Maximum Daily Cheers
UI_COUPLE_MAX_POINTS,Maximum Skill Points,Maximum Skill Points
UI_COUPLE_TOTAL_QUESTS,Total Quests Completed,Total Quests Completed
UI_COUPLE_SINGLE,You are single.,You are single.
UI_COUPLE_TABPARTNER,Partner,Partner
UI_COUPLE_BREAKUP_TEXT,"Are you sure you want to request a break up from your partner? If you break up, you will immediately lose all items in your couple storage, and couple functions will no longer be available.","Are you sure you want to request a break up from your partner? If you break up, you will immediately lose all items in your couple storage, and couple functions will no longer be available."
UI_COUPLE_BREAKUP_FORCE_TEXT,"Are you sure you want to immediately force a break up with your partner? If you break up, you will immediately lose all items in your couple storage, and couple functions will no longer be available.","Are you sure you want to immediately force a break up with your partner? If you break up, you will immediately lose all items in your couple storage, and couple functions will no longer be available."
UI_COUPLE_BREAKUP_NOTIFY,"Your partner has requested a break up. If accepted you will immediately lose all items in your couple storage and will no longer be a couple, losing any couple functionality. Do you accept?","Your partner has requested a break up. If accepted you will immediately lose all items in your couple storage and will no longer be a couple, losing any couple functionality. Do you accept?"
UI_COUPLE_PROPOSE,Propose,Propose
UI_COUPLE_PROPOSE_INFO,Request to form a couple with the recipient using the inserted couple ring.,Request to form a couple with the recipient using the inserted couple ring.
UI_TOOLTIP_COUPLE_LEVEL,Required Couple Level: %d,Required Couple Level: %d
UI_TOOLTIP_COUPLE_POINTS,Required Couple Points: %d,Required Couple Points: %d
UI_COUPLEBANK_TITLE,Couple Storage,Couple Storage
UI_ULTIMATE_JEWEL_TOPAZ,Topaz,Topazio
UI_ULTIMATE_JEWEL_RUBY,Ruby,Rubino
UI_ULTIMATE_JEWEL_SAPPHIRE,Sapphire,Zaffiro
UI_ULTIMATE_JEWEL_EMERALD,Emerald,Smeraldo
UI_ULTIMATE_JEWEL_DIAMOND,Diamond,Diamante
UI_ULTIMATE_JEWEL_AMETHYST,Amethyst,Ametista
UI_ULTIMATE_JEWEL_ONYX,Onyx,Onice
UI_RAINBOW_ULTIMATE_JEWEL_COMPOSE_TITLE,Compose Rainbow Ultimate Jewel,Compose Rainbow Ultimate Jewel
UI_RAINBOW_ULTIMATE_JEWEL_INFO,You can use all seven jewels of the same grade to get rainbow jewel of the same grade.,You can use all seven jewels of the same grade to get rainbow jewel of the same grade.
UI_RAINBOW_ULITMATE_JEWEL_DISMANTLE_TITLE,Dismantle Rainbow Jewel,Dismantle Rainbow Jewel
UI_RAINBOW_ULTIMATE_JEWEL_DISMANTLE_INFO,You can dismantle the Rainbow Jewel to get Ultimate Jewel.,You can dismantle the Rainbow Jewel to get Ultimate Jewel.
UI_RAINBOW_ULTIMATE_JEWEL_DISMANTLE_NOTICE,"If you fail, you will lose your item.","If you fail, you will lose your item."
UI_HOUSINGWARDROBE_INFO,Your wardrobe items can only be worn by #bone#nb NPC at a time.,Your wardrobe items can only be worn by #bone#nb NPC at a time.
UI_HOUSINGWARDROBE_CONFIRM,Equip,Equip
UI_HOUSINGWARDROBE_CONFIRMMESSAGE,This will make the selected NPC wear the chosen costume item. Only one NPC at a time can wear the same costume item. Do you want to proceed?,This will make the selected NPC wear the chosen costume item. Only one NPC at a time can wear the same costume item. Do you want to proceed?
UI_HOUSINGWARDROBE_USEDBY,Used by %s,Used by %s
UI_HOUSINGWARDROBE_UNEQUIP,Unequip,Unequip
UI_HOUSINGWARDROBE_MSGBOX_TITLE,Unequip that item?,Unequip that item?
UI_HOUSINGWARDROBE_MSGBOX_CONFIRM,Are you sure you want to unequip that item from your NPC?,Are you sure you want to unequip that item from your NPC?
UI_HOUSINGSETUP_PETS,Pets,Pets
UI_HOUSING_PETTRAINING_INFO,"You can train a Raised Pet that you've placed in 'Housing' by entrusting it to a specialized Caretaker. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset. Furthermore, if the contract with the caretaker expires, the training for the Raised Pet will also come to an end.#nc","You can train a Raised Pet that you've placed in 'Housing' by entrusting it to a specialized Caretaker. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset. Furthermore, if the contract with the caretaker expires, the training for the Raised Pet will also come to an end.#nc"
UI_PETTRAINING_PET,Pet to train,Pet to train
UI_PETTRAINING_CANDY,Pet Candy,Pet Candy
UI_PETTRAINING_INTERVALS,Feeding Intervals,Feeding Intervals
UI_PETTRAINING_CONFIRM,#bThe pet in the window will be unusable until you remove it from training.#nb Do you want to continue? #b#cffff0000Note: You will get your pet back if you stop the training. #nb#nc,#bThe pet in the window will be unusable until you remove it from training.#nb Do you want to continue? #b#cffff0000Note: You will get your pet back if you stop the training. #nb#nc
UI_PETTRAINING_TOTALTRAINING,Total Training Time,Total Training Time
UI_PETTRAINING_CLAIM,Claim,Claim
UI_PETTRAINING_NEXTCANDY,Next Candy in,Next Candy in
UI_PETTRAINING_CANCELTRAINING_HOUSING,You are about to cancel pet training. The trained pet will be returned to your house inventory with its current progress!,You are about to cancel pet training. The trained pet will be returned to your house inventory with its current progress!
UI_PETTRAINING_CANCELTRAINING,You are about to cancel the pet training. The trained pet will be returned to your inventory with its current progress!,You are about to cancel the pet training. The trained pet will be returned to your inventory with its current progress!
UI_PETTRAINING_INFO,"You can train a Raised Pet that you've got in your inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc","You can train a Raised Pet that you've got in your inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc"
UI_COUPLE_RING_TP,Teleports: %d,Teleports: %d
UI_COUPLE_RING_CHEER,Cheers: %d,Cheers: %d
UI_COUPLE_RING_SLOTS,Storage slots: %d,Storage slots: %d
UI_COUPLE_MOTION_TITLE,Couple Motion,Couple Motion
UI_COUPLE_MOTION_REQUEST,Your partner is requesting the %s motion. Do you accept?,Your partner is requesting the %s motion. Do you accept?
UI_APP_LIFE_TIP,Opens life contents window.,Opens life contents window.
UI_LIFE_GATHERING_TAB,Gathering,Gathering
UI_LIFE_PRODUCTION_TAB,Production,Produzione
UI_LIFE_TITLE,Life,Life
UI_LIFE_MASTERY_EFFECT,Mastery Effect,Mastery Effect
UI_LIFE_IDENTIFIED_HARVESTING,Identified Harvesting,Identified Harvesting
UI_LIFE_HARVESTING_INFORMATION,Harvesting Information,Harvesting Information
UI_LIFE_EXPERTBTN,Set as an Expert,Set as an Expert
UI_LIFE_MASTERY_EFFECT_DESC,"Gathering Success Rate +%d%%\nGathering Great Success Rate +%d%%\n%sIf less than 100 Mastery is obtained, 10%% mastery is decreased on Monday 00:00(Expert) Gathering Great Success Rate +10%%#nc","Gathering Success Rate +%d%%\nGathering Great Success Rate +%d%%\n%sIf less than 100 Mastery is obtained, 10%% mastery is decreased on Monday 00:00(Expert) Gathering Great Success Rate +10%%#nc"
UI_LIFE_MASTERY,Mastery,Mastery
UI_LIFE_EXPERT_TIME,Time to change Expert : %s,Time to change Expert : %s
UI_REPAIR_TITLE,Repair,Repair
UI_REPAIR_DESC_DEFAULT,Do you wish to repair %s?\n(%s),Do you wish to repair %s?\n(%s)
UI_REPAIR_DESC_PERCENT,Do you wish to repair %s?\n(%s%%),Do you wish to repair %s?\n(%s%%)
UI_LIFE_FISHING_MINIGAME,Minigame,Minigame
UI_LIFE_FISHING_SKIP_MINIGAME,Skip Minigame,Skip Minigame
UI_LIFE_FISHING_SKIP_MINIGAME_AUTO,Skip Minigame automatically,Skip Minigame automatically
UI_LIFE_FISHING_SKIP_MINIGAME_INFORMATION,"If you skip the minigame, you can't get the buffs for increasing your fishing success to date. Are you sure you want to skip the minigame?","If you skip the minigame, you can't get the buffs for increasing your fishing success to date. Are you sure you want to skip the minigame?"
UI_LIFE_FISHING_BAIT_SELECTION,Bait Selection,Bait Selection
UI_LIFE_FISHING_BAIT_SELECTION_INFORMATION,Select the bait you want to use for fishing. The bait you use will change the rarity of fish you can get. ,Select the bait you want to use for fishing. The bait you use will change the rarity of fish you can get. 
UI_QUEST_GATHERING_HERB,Gathering herb. #cffc32f07#b%d/%d#nb#nc,Gathering herb. #cffc32f07#b%d/%d#nb#nc
UI_LIFE_FISHING_GUESS,Guess which bait the fish will take.,Guess which bait the fish will take.
UI_LIFE_FISHING_SUCCESS_RATE_INCREASE,Fishing success %% goes up when you win.\n(Current success rate %.1f%%),Fishing success %% goes up when you win.\n(Current success rate %.1f%%)
UI_SEC,%d sec,%d sec
UI_CONFIRM,Confirm,Confirm
UI_LIFE_FISHING_TIME,Fishing Time:,Fishing Time:
UI_LIFE_FISHING_NUMBEROF_ATTEMPTS,Number of attempts:,Number of attempts:
UI_LIFE_FISHING_NUMBEROF_FISH_CAUGHT,Number of fish caught:,Number of fish caught:
UI_LIFE_FISHING_NUMBEROF_LARGEFISH_CAUGHT,Number of trophy fish caught:,Number of trophy fish caught:
UI_LIFE_FISHING_SUCCESS_RATE,Success rate:,Success rate:
UI_LIFE_FISHING_TIME_FORMAT,%d hrs %d min %d sec,%d hrs %d min %d sec
UI_TIMES,%d time(s),%d time(s)
UI_LIFE_FISHING_STATUS,Fishing Status,Fishing Status
UI_WAITING,Waiting,Waiting
UI_LIFE_RECIPEBTN,See related recipes,See related recipes
UI_LIFE_RECIPES,Recipes,Ricette
UI_LIFE_RECIPES_CATEGORY,Category,Categorie
UI_LIFE_RECIPES_DETAILS,Details,Details
UI_LIFE_RECIPES_NOSELECTED,No recipe selected,Nessuna ricetta selezionata
UI_LIFE_RECIPES_TEXT_INFO,Required Mastery: %d\nRequired Title: [%s]\nRequired\nIngredients:,Required Mastery: %d\nRequired Title: [%s]\nRequired\nIngredients:
UI_LIFE_RECIPES_TEXT_INFO_NOTITLE,Required Mastery: %d\nRequired Title: \nRequired\nIngredients:,Required Mastery: %d\nRequired Title: \nRequired\nIngredients:
UI_LIFE_PRODUCTION_TITLE,Production,Produzione
UI_LIFE_PRODUCTION_SUCCESS_RATE,Success rate,Success rate
UI_LIFE_PRODUCTION_TIME,Production time per cycle,Production time per cycle
UI_LIFE_PRODUCTION_REQUIREMENTS,Required Mastery: %d\nRequired Title: [%s],Required Mastery: %d\nRequired Title: [%s]
UI_LIFE_PRODUCTION_REQUIREMENTS_NOTITLE,Required Mastery: %d\nRequired Title: ,Required Mastery: %d\nRequired Title: 
UI_LIFE_RECIPE_CATEGORY_0,Ingredient,Ingredient
UI_LIFE_RECIPE_CATEGORY_1,Drink,Drink
UI_LIFE_RECIPE_CATEGORY_2,Pill,Pill
UI_ALL,All,All
UI_LIFE_PRODUCTION_INFORMATION,"Add material items to produce. If no recipe is selected, a hidden recipe will be attempted. When producing randomly, only one production attempt will be made.","Add material items to produce. If no recipe is selected, a hidden recipe will be attempted. When producing randomly, only one production attempt will be made."
UI_LIFE_PRODUCTION_PROGRESS_INFORMATION,Production is currently in progress.,Production is currently in progress.
UI_LIFE_PRODUCTION_PROGRESS_REMAINING,Remaining Time,Remaining Time
UI_LIFE_PRODUCTION_DUTAION_REDUCTION,Item is used immediately.,Item is used immediately.
UI_LIFE_MASTERY_ORDINALY_HERB,Herb that you can see anywhere. You can obtain Common Herbs.,Herb that you can see anywhere. You can obtain Common Herbs.
UI_LIFE_MASTERY_REGULAR_HERB,Regular looking herb. You can obtain Common-Uncommon Herbs.,Regular looking herb. You can obtain Common-Uncommon Herbs.
UI_LIFE_MASTERY_ORDINALY_TREE,Tree that you can see anywhere. You can obtain Common Trees.,Tree that you can see anywhere. You can obtain Common Trees.
UI_LIFE_MASTERY_REGULAR_TREE,Regular looking Tree. You can obtain Common-Uncommon Trees.,Regular looking Tree. You can obtain Common-Uncommon Trees.
UI_LIFE_MASTERY_ORDINALY_ORE,Ore that you can see anywhere. You can obtain Common Ores.,Ore that you can see anywhere. You can obtain Common Ores.
UI_LIFE_MASTERY_REGULAR_ORE,Regular looking Ore. You can obtain Common-Uncommon Ores.,Regular looking Ore. You can obtain Common-Uncommon Ores.
UI_PRODUCTION_INGREDIENT,Ingredient,Ingredient
UI_PRODUCTION_FOOD,Food,Cibo
UI_PRODUCTION_BUFF,Buff,Buff
UI_PRODUCTION_DRINK,Drink,Drink
UI_PRODUCTION_REFRESHER,Refresher,Refresher
UI_PRODUCTION_PILL,Pill,Pill
UI_PRODUCTION_FURNITURE,Furniture,Furniture
UI_PRODUCTION_ACCESSORY,Accessory,Accessory
UI_PRODUCTION_COUPLERING,Couple Ring,Couple Ring
UI_TOOLTIP_PRODUCTION_CREATOR,Creator: %s,Creator: %s
UI_TOOLTIP_PRODUCTION_QUALITY,Quality: %s,Quality: %s
UI_TOOLTIP_BUFF_STACKABLE,Stackable: %dx,Stackable: %dx
UI_TOOLTIP_TOOL_DURABILITY,Durability: %d/%d,Durability: %d/%d
UI_TOOLTIP_PRODUCTION_GRADE_D,D,D
UI_TOOLTIP_PRODUCTION_GRADE_C,C,C
UI_TOOLTIP_PRODUCTION_GRADE_B,B,B
UI_TOOLTIP_PRODUCTION_GRADE_A,A,A
UI_TOOLTIP_PRODUCTION_GRADE_OVER_A,A+,A+
UI_LIFE_MASTERY_DECREASE,"If less than %d Mastery is obtained, %d%% mastery is decreased on Monday 00:00","If less than %d Mastery is obtained, %d%% mastery is decreased on Monday 00:00"
UI_LIFE_MASTERY_HERBGATHERING_SUCCESS,Gathering Success Rate +%d%%,Gathering Success Rate +%d%%
UI_LIFE_MASTERY_HERBGATHERING_GREATSUCCESS,Gathering Great Success Rate +%d%%,Gathering Great Success Rate +%d%%
UI_LIFE_MASTERY_HERBGATHERING_EXPERT,(Expert)Gathering Great Success Rate +%d%%,(Expert)Gathering Great Success Rate +%d%%
UI_LIFE_MASTERY_WOODCUTTING_SUCCESS,Woodcutting Success Rate +%d%%,Woodcutting Success Rate +%d%%
UI_LIFE_MASTERY_WOODCUTTING_GREATSUCCESS,Woodcutting Great Success Rate +%d%%,Woodcutting Great Success Rate +%d%%
UI_LIFE_MASTERY_WOODCUTTING_EXPERT,(Expert)Woodcutting Great Success Rate +%d%%,(Expert)Woodcutting Great Success Rate +%d%%
UI_LIFE_MASTERY_MINING_SUCCESS,Mining Success Rate +%d%%,Mining Success Rate +%d%%
UI_LIFE_MASTERY_MINING_GREATSUCCESS,Mining Great Success Rate +%d%%,Mining Great Success Rate +%d%%
UI_LIFE_MASTERY_MINING_EXPERT,(Expert)Mining Great Success Rate +%d%%,(Expert)Mining Great Success Rate +%d%%
UI_LIFE_MASTERY_FISHING_SUCCESS,Fishing Success Rate +%d%%,Fishing Success Rate +%d%%
UI_LIFE_MASTERY_FISHING_GREATSUCCESS,Fishing Great Success Rate +%d%%,Fishing Great Success Rate +%d%%
UI_LIFE_MASTERY_FISHING_EXPERT,(Expert)Fishing Great Success Rate +%d%%,(Expert)Fishing Great Success Rate +%d%%
UI_LIFE_MASTERY_ALCHEMY_SUCCESS,Alchemy Success Rate +%d%%,Alchemy Success Rate +%d%%
UI_LIFE_MASTERY_ALCHEMY_GREATSUCCESS,Alchemy Great Success Rate +%d%%,Alchemy Great Success Rate +%d%%
UI_LIFE_MASTERY_COOKING_SUCCESS,Cooking Success Rate +%d%%,Cooking Success Rate +%d%%
UI_LIFE_MASTERY_COOKING_GREATSUCCESS,Cooking Great Success Rate +%d%%,Cooking Great Success Rate +%d%%
UI_LIFE_MASTERY_SMITHING_SUCCESS,Smithing Success Rate +%d%%,Smithing Success Rate +%d%%
UI_LIFE_MASTERY_SMITHING_GREATSUCCESS,Smithing Great Success Rate +%d%%,Smithing Great Success Rate +%d%%
UI_LIFE_MASTERY_CARPENTRY_SUCCESS,Carpentry Success Rate +%d%%,Carpentry Success Rate +%d%%
UI_LIFE_MASTERY_CARPENTRY_GREATSUCCESS,Carpentry Great Success Rate +%d%%,Carpentry Great Success Rate +%d%%
UI_LIFE_MASTERY_PRODUCTION_EXPERT,(Expert) Earn unbound item for Great Success,(Expert) Earn unbound item for Great Success
UI_LIFE_PRODUCTION_STATUS_TIME,Production Time:,Production Time:
UI_LIFE_PRODUCTION_STATUS_NUMBEROF_ATTEMPTS,Number of Attempts:,Number of Attempts:
UI_LIFE_PRODUCTION_STATUS_NUMBEROF_SUCCESSES,Number of Successes:,Number of Successes:
UI_LIFE_PRODUCTION_STATUS_SUCCESS_RATE,Success Rate:,Success Rate:
UI_LIFE_REPRODUCTION_TITLE,Production Upgrade,Production Upgrade
UI_LIFE_REPRODUCTION_REGISTER_ITEM,Please register the material items.,Please register the material items.
UI_LIFE_REPRODUCTION_INFO,"You can get a item of higher tier by putting in a certain amount of production items.\nExchange ratio: D:C=10:1, C:B=15:1, B:A=20:1","You can get a item of higher tier by putting in a certain amount of production items.\nExchange ratio: D:C=10:1, C:B=15:1, B:A=20:1"
UI_LIFE_SHOP_REFRESH_TITLE,Shop Refresh,Shop Refresh
UI_LIFE_WANDERING_SHOP_REFRESH_MSG,Would you like to use the Wandering Shop Refresh Ticket to refresh the shop?,Would you like to use the Wandering Shop Refresh Ticket to refresh the shop?
UI_LIFE_SHOP_REFRESH_BUTTON_TOOLTIP,Use %s to refresh the items,Use %s to refresh the items
UI_LIFE_MASTERY_RANKING_TITLE,Mastery Rankings,Mastery Rankings
UI_LIFE_MASTERY_RANKING_RANK,Rank,Rank
UI_LIFE_MASTERY_RANKING_CHARNAME,Character Name,Character Name
UI_LIFE_MASTERY_RANKING_JOB,Job,Job
UI_LIFE_MASTERY_RANKING_POINT,Mastery Points,Mastery Points
UI_LIFE_MASTERY_RANKING_CLOSE,Close,Close
UI_LIFE_MASTERY_RANKING_REWARD_TITLE,Mastery	Ranking Rewards,Mastery	Ranking Rewards
UI_LIFE_MASTERY_RANKING_REWARD_CLAIM_REWARD,Claim Rewards,Claim Rewards
UI_LIFE_MASTERY_RANKING_REWARD_DESC_ITEM_COUNT,%s x %d,%s x %d
UI_LIFE_MASTERY_RANKING_REWARD_DESC_TITLE_ITEM_COUNT,"[%s]Title, %s x %d","[%s]Title, %s x %d"
UI_LIFE_MASTERY_RANKING_REWARD_REWARD,Rewards,Rewards
UI_ACHIEVEMENTS_TITLE_TITLE,Achievement titles,Achievement titles
UI_ACHIEVEMENTS_INDEPENDENTTITLE_TITLE,Independent titles,Independent titles
UI_ACHIEVEMENTS_INDEPENDENTTITLE_REMAININGTIME,remaining time : \n%dday(s) %d:%d:%d,remaining time : \n%dday(s) %d:%d:%d
UI_LIFE_MASTERY_UNIQUE_HERB,Herb with a unique fragrance. You can obtain Common-Rare Herbs.,Herb with a unique fragrance. You can obtain Common-Rare Herbs.
UI_LIFE_MASTERY_RARE_HERB,Herb that is hard to find. You can obtain Common-Very Rare Herbs.,Herb that is hard to find. You can obtain Common-Very Rare Herbs.
UI_LIFE_MASTERY_LEGENDARY_HERB,Legendary Herb that only few ever found. You can obtain Rare-Very Rare Herbs.,Legendary Herb that only few ever found. You can obtain Rare-Very Rare Herbs.
UI_LIFE_MASTERY_UNIQUE_TREE,Tree with a unique look. You can obtain Common-Rare Trees.,Tree with a unique look. You can obtain Common-Rare Trees.
UI_LIFE_MASTERY_RARE_TREE,Tree that is hard to find. You can obtain Common-Very Rare Trees.,Tree that is hard to find. You can obtain Common-Very Rare Trees.
UI_LIFE_MASTERY_LEGENDARY_TREE,Legendary Tree that only few ever found. You can obtain Rare-Very Rare Trees.,Legendary Tree that only few ever found. You can obtain Rare-Very Rare Trees.
UI_LIFE_MASTERY_UNIQUE_ORE,Ore with a unique look. You can obtain Common-Rare Ores.,Ore with a unique look. You can obtain Common-Rare Ores.
UI_LIFE_MASTERY_RARE_ORE,Ore that is hard to find. You can obtain Common-Very Rare Ores.,Ore that is hard to find. You can obtain Common-Very Rare Ores.
UI_LIFE_MASTERY_LEGENDARY_ORE,Legendary Ore that only few ever found. You can obtain Rare-Very Rare Ores.,Legendary Ore that only few ever found. You can obtain Rare-Very Rare Ores.
UI_LIFE_PRODUCTION_START,Production Start,Production Start
UI_LIFE_PRODUCTION_MSGBOX_TEXT,"Once production has started, it cannot be canceled. Do you wish to proceed with starting production?\n\n#cffffc000Production time required: %s#nc","Once production has started, it cannot be canceled. Do you wish to proceed with starting production?\n\n#cffffc000Production time required: %s#nc"
UI_LIFE_PRODUCTION_MSGBOX_TEXT_UNKNOWN,"Once production has started, it cannot be canceled. Do you wish to proceed with starting production?\n\n#cffffc000Production time required: %s~%s#nc","Once production has started, it cannot be canceled. Do you wish to proceed with starting production?\n\n#cffffc000Production time required: %s~%s#nc"
UI_QUEST_GATHERING_MINING,Mining. #cffc32f07#b%d/%d#nb#nc,Mining. #cffc32f07#b%d/%d#nb#nc
UI_QUEST_GATHERING_WOODCUTTING,Wood Cutting. #cffc32f07#b%d/%d#nb#nc,Wood Cutting. #cffc32f07#b%d/%d#nb#nc
UI_QUEST_GATHERING_FISHING,Fishing. #cffc32f07#b%d/%d#nb#nc,Fishing. #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PRODUCTION_COOKING,Cooking. #cffc32f07#b%d/%d#nb#nc,Cooking. #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PRODUCTION_ALCHEMY,Alchemy. #cffc32f07#b%d/%d#nb#nc,Alchemy. #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PRODUCTION_CARPENTRY,Carpentry. #cffc32f07#b%d/%d#nb#nc,Carpentry. #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PRODUCTION_SMITHING,Smithing. #cffc32f07#b%d/%d#nb#nc,Smithing. #cffc32f07#b%d/%d#nb#nc
UI_CHAT_COPYNAME,Copy name,Copy name
UI_RAINBOWRACE_WRONG_CHANNEL_1,The Rainbow Race will begin in %d minutes.\nYou cannot participate in the Rainbow Race in the current channel.\n\nPlease enter through the NPC Rainbow Race Officer located in %s Darken.\n\nPressing the OK button will move you to %s.,The Rainbow Race will begin in %d minutes.\nYou cannot participate in the Rainbow Race in the current channel.\n\nPlease enter through the NPC Rainbow Race Officer located in %s Darken.\n\nPressing the OK button will move you to %s.
UI_RAINBOWRACE_WRONG_CHANNEL_2,The Rainbow Race will begin in %d minutes.\nYou cannot participate in the Rainbow Race in the current channel.\n\nPressing the OK button will move you to %s.,The Rainbow Race will begin in %d minutes.\nYou cannot participate in the Rainbow Race in the current channel.\n\nPressing the OK button will move you to %s.
UI_RAINBOWRACE_WRONG_CHANNEL_3,The Rainbow Race has started.\nYou cannot participate in the Rainbow Race in the current channel.\n\nPressing the OK button will move you to %s.,The Rainbow Race has started.\nYou cannot participate in the Rainbow Race in the current channel.\n\nPressing the OK button will move you to %s.
UI_RAINBOWRACE_ENTER_CONFIRM,Would you like to enter the Rainbow Race?,Would you like to enter the Rainbow Race?
UI_CREATENPC_TITLE,Create NPC,Create NPC
UI_CREATENPC_AGRESSIVE,Aggressive,Aggressive
UI_CREATENPC_NOWNER,No Owner,No Owner
UI_CREATENPC_NOEXPLOSS,No Exp Loss,No Exp Loss
UI_CREATEITEM_FLAGS,Flags,Flags
UI_CREATEITEM_TIME,Time (Sec),Time (Sec)
UI_CREATEITEM_CHARGED,Charged,Charged
UI_TOOLTIP_ALCHEMY_SUCCESS_RATE,Alchemy Success Rate,Alchemy Success Rate
UI_TOOLTIP_COOKING_SUCCESS_RATE,Cooking Success Rate,Cooking Success Rate
UI_TOOLTIP_CARPENTRY_SUCCESS_RATE,Carpentry Success Rate,Carpentry Success Rate
UI_TOOLTIP_SMITHING_SUCCESS_RATE,Smithing Success Rate,Smithing Success Rate
UI_HOUSINGSETUP_GATHERING,Gathering,Gathering
UI_HOUSINGSETUP_NEXTHARVEST,Ready in,Ready in
UI_HOUSINGSETUP_HARVESTREADY,Harvest ready,Harvest ready
UI_GACHA_HOUSINGGATHERING,Harvest cooltime,Harvest cooltime
UI_HOUSINGSETUP_HARVESTCOUNT,Harvests count %d/%d,Harvests count %d/%d
UI_HOUSINGSETUP_HARVESTCOUNTINFINITE,Infinite harvests,Infinite harvests
UI_TOOLTIP_HARVESTCOOLTIME,Harvest Cooltime:,Harvest Cooltime:
UI_HOUSINGSETUP_HARVESTCOOLTIME,Grow Time,Grow Time
UI_QUEST_MOTION,Motion: %s,Motion: %s
UI_TOOLTIP_REQ_QUEST,Required Quest: %s,Required Quest: %s
UI_TOOLTIP_PVE_DMG_FLAT,PvE Damage,PvE Damage
UI_TOOLTIP_PVEINCOMINGDMG_FLAT,PvE Dmg Resist,PvE Dmg Resist
UI_GENERALAWAKE_START,Start,Start
UI_GENERALAWAKE_HEADERITEM,Item to awake,Item to awake
UI_GENERALAWAKESLOT_INDEX,Stat %d,Stat %d
UI_SEARCHSHOP_TELEPORT_TITLE,Teleport to the Shop,Teleport to the Shop
UI_SEARCHSHOP_TELEPORT_CONFIRM,Do you want to teleport to the shop?,Do you want to teleport to the shop?
UI_PRIVATE_SHOP_ADS,Shop Advertisement:,Shop Advertisement:
UI_SEARCHSHOP_ADVERTISED,Advertised,Advertised
UI_PRIVATE_SHOP_ADSOPEN,Your Shop Advertisement item will be consumed and disappear when closing the shop.,Your Shop Advertisement item will be consumed and disappear when closing the shop.
UI_PRIVATE_SHOP_ADSCLOSE,Your Shop Advertisement item will be lost.,Your Shop Advertisement item will be lost.
UI_GENERALAWAKE_TITLEGODDESSBLESSING,Blessing of the Goddess,Blessing of the Goddess
UI_GENERALAWAKE_TITLEDEMONBLESSING,Blessing of the Demon,Blessing of the Demon
UI_TOOLTIP_FREEBLESSING,Demon Blessing,Demon Blessing
UI_CHARINFO_HOUSING_SLOTS,Pet inventory slots,Pet inventory slots
UI_GENERALAWAKE_SOULBIND_TITLE,Use Blessing?,Use Blessing?
UI_GENERALAWAKE_SOULBIND,Applying a Blessing will make the item soul-bound. Do you wish to continue?,Applying a Blessing will make the item soul-bound. Do you wish to continue?
UI_RECIPE_NOT_FULL,"The recipe is not fully understood, so only one of each ingredient is used.","The recipe is not fully understood, so only one of each ingredient is used."
UI_CHRISTMAS_INVANSION_MISSION,Quest completed,Quest completed
UI_TELEPORT_ARENA,Do you want to exit the arena?,Do you want to exit the arena?
UI_NEWYEARPASS_2025,2025 New Year Pass,2025 New Year Pass
UI_QUEST_GATHERING,Gather %s #cffc32f07#b%d/%d#nb#nc,Gather %s #cffc32f07#b%d/%d#nb#nc
